dd hh:mm:ss.mss,session_id,sql_text,login_name,wait_info,CPU,tempdb_allocations,tempdb_current,blocking_session_id,reads,writes,physical_reads,used_memory,status,tran_start_time,open_tran_count,percent_complete,host_name,database_name,program_name,start_time,login_time,request_id,collection_time,tasks,context_switches
00 00:00:09.000,302,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=9200 lastwaittype=THREADPOOL,0,0,0,,0,0,0,135,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:02.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:10.000,0,0
00 00:00:08.000,303,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=8300 lastwaittype=THREADPOOL,0,0,0,,0,0,0,139,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:03.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:10.000,0,0
00 00:00:07.000,304,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=7400 lastwaittype=THREADPOOL,0,0,0,,0,0,0,186,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:04.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:10.000,0,0
00 00:00:16.000,300,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=16000 lastwaittype=THREADPOOL,0,0,0,,0,0,0,99,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:00.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:15.000,0,0
00 00:00:15.000,301,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=15100 lastwaittype=THREADPOOL,0,0,0,,0,0,0,168,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:01.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:15.000,0,0
00 00:00:14.000,302,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=14200 lastwaittype=THREADPOOL,0,0,0,,0,0,0,130,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:02.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:15.000,0,0
00 00:00:13.000,303,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=13300 lastwaittype=THREADPOOL,0,0,0,,0,0,0,165,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:03.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:15.000,0,0
00 00:00:12.000,304,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=12400 lastwaittype=THREADPOOL,0,0,0,,0,0,0,172,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:04.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:15.000,0,0
00 00:00:21.000,300,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=21000 lastwaittype=THREADPOOL,0,0,0,,0,0,0,186,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:00.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:20.000,0,0
00 00:00:20.000,301,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=20100 lastwaittype=THREADPOOL,0,0,0,,0,0,0,132,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:01.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:20.000,0,0
00 00:00:19.000,302,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=19200 lastwaittype=THREADPOOL,0,0,0,,0,0,0,194,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:02.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:20.000,0,0
00 00:00:18.000,303,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=18300 lastwaittype=THREADPOOL,0,0,0,,0,0,0,183,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:03.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:20.000,0,0
00 00:00:17.000,304,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=17400 lastwaittype=THREADPOOL,0,0,0,,0,0,0,82,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:04.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:20.000,0,0
00 00:00:16.000,305,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=16500 lastwaittype=THREADPOOL,0,0,0,,0,0,0,180,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:05.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:20.000,0,0
00 00:00:26.000,300,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=26000 lastwaittype=THREADPOOL,0,0,0,,0,0,0,116,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:00.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:25.000,0,0
00 00:00:25.000,301,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=25100 lastwaittype=THREADPOOL,0,0,0,,0,0,0,100,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:01.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:25.000,0,0
00 00:00:24.000,302,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=24200 lastwaittype=THREADPOOL,0,0,0,,0,0,0,84,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:02.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:25.000,0,0
00 00:00:23.000,303,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=23300 lastwaittype=THREADPOOL,0,0,0,,0,0,0,140,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:03.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:25.000,0,0
00 00:00:22.000,304,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=22400 lastwaittype=THREADPOOL,0,0,0,,0,0,0,173,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:04.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:25.000,0,0
00 00:00:21.000,305,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=21500 lastwaittype=THREADPOOL,0,0,0,,0,0,0,200,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:05.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:25.000,0,0
00 00:00:31.000,300,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=31000 lastwaittype=THREADPOOL,0,0,0,,0,0,0,107,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:00.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:30.000,0,0
00 00:00:30.000,301,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=30100 lastwaittype=THREADPOOL,0,0,0,,0,0,0,142,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:01.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:30.000,0,0
00 00:00:29.000,302,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=29200 lastwaittype=THREADPOOL,0,0,0,,0,0,0,177,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:02.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:30.000,0,0
00 00:00:28.000,303,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=28300 lastwaittype=THREADPOOL,0,0,0,,0,0,0,142,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:03.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:30.000,0,0
00 00:00:27.000,304,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=27400 lastwaittype=THREADPOOL,0,0,0,,0,0,0,116,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:04.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:30.000,0,0
00 00:00:26.000,305,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=26500 lastwaittype=THREADPOOL,0,0,0,,0,0,0,187,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:05.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:30.000,0,0
00 00:00:25.000,306,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=25600 lastwaittype=THREADPOOL,0,0,0,,0,0,0,198,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:06.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:30.000,0,0
00 00:00:36.000,300,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=36000 lastwaittype=THREADPOOL,0,0,0,,0,0,0,139,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:00.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:35.000,0,0
00 00:00:35.000,301,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=35100 lastwaittype=THREADPOOL,0,0,0,,0,0,0,162,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:01.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:35.000,0,0
00 00:00:34.000,302,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=34200 lastwaittype=THREADPOOL,0,0,0,,0,0,0,171,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:02.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:35.000,0,0
00 00:00:33.000,303,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=33300 lastwaittype=THREADPOOL,0,0,0,,0,0,0,110,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:03.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:35.000,0,0
00 00:00:32.000,304,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=32400 lastwaittype=THREADPOOL,0,0,0,,0,0,0,71,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:04.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:35.000,0,0
00 00:00:31.000,305,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=31500 lastwaittype=THREADPOOL,0,0,0,,0,0,0,84,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:05.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:35.000,0,0
00 00:00:30.000,306,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=30600 lastwaittype=THREADPOOL,0,0,0,,0,0,0,71,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:06.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:35.000,0,0
00 00:00:41.000,300,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=41000 lastwaittype=THREADPOOL,0,0,0,,0,0,0,130,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:00.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:40.000,0,0
00 00:00:40.000,301,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=40100 lastwaittype=THREADPOOL,0,0,0,,0,0,0,92,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:01.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:40.000,0,0
00 00:00:39.000,302,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=39200 lastwaittype=THREADPOOL,0,0,0,,0,0,0,104,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:02.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:40.000,0,0
00 00:00:38.000,303,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=38300 lastwaittype=THREADPOOL,0,0,0,,0,0,0,97,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:03.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:40.000,0,0
00 00:00:37.000,304,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=37400 lastwaittype=THREADPOOL,0,0,0,,0,0,0,74,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:04.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:40.000,0,0
00 00:00:36.000,305,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=36500 lastwaittype=THREADPOOL,0,0,0,,0,0,0,159,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:05.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:40.000,0,0
00 00:00:35.000,306,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=35600 lastwaittype=THREADPOOL,0,0,0,,0,0,0,181,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:06.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:40.000,0,0
00 00:00:34.000,307,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=34700 lastwaittype=THREADPOOL,0,0,0,,0,0,0,98,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:07.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:40.000,0,0
00 00:00:46.000,300,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=46000 lastwaittype=THREADPOOL,0,0,0,,0,0,0,123,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:00.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:45.000,0,0
00 00:00:45.000,301,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=45100 lastwaittype=THREADPOOL,0,0,0,,0,0,0,88,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:01.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:45.000,0,0
00 00:00:44.000,302,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=44200 lastwaittype=THREADPOOL,0,0,0,,0,0,0,150,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:02.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:45.000,0,0
00 00:00:43.000,303,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=43300 lastwaittype=THREADPOOL,0,0,0,,0,0,0,85,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:03.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:45.000,0,0
00 00:00:42.000,304,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=42400 lastwaittype=THREADPOOL,0,0,0,,0,0,0,95,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:04.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:45.000,0,0
00 00:00:41.000,305,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=41500 lastwaittype=THREADPOOL,0,0,0,,0,0,0,67,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:05.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:45.000,0,0
00 00:00:40.000,306,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=40600 lastwaittype=THREADPOOL,0,0,0,,0,0,0,174,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:06.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:45.000,0,0
00 00:00:39.000,307,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=39700 lastwaittype=THREADPOOL,0,0,0,,0,0,0,130,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:07.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:45.000,0,0
00 00:00:51.000,300,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=51000 lastwaittype=THREADPOOL,0,0,0,,0,0,0,108,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:00.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:50.000,0,0
00 00:00:50.000,301,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=50100 lastwaittype=THREADPOOL,0,0,0,,0,0,0,114,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:01.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:50.000,0,0
00 00:00:49.000,302,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=49200 lastwaittype=THREADPOOL,0,0,0,,0,0,0,194,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:02.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:50.000,0,0
00 00:00:48.000,303,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=48300 lastwaittype=THREADPOOL,0,0,0,,0,0,0,121,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:03.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:50.000,0,0
00 00:00:47.000,304,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=47400 lastwaittype=THREADPOOL,0,0,0,,0,0,0,125,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:04.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:50.000,0,0
00 00:00:46.000,305,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=46500 lastwaittype=THREADPOOL,0,0,0,,0,0,0,175,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:05.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:50.000,0,0
00 00:00:45.000,306,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=45600 lastwaittype=THREADPOOL,0,0,0,,0,0,0,175,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:06.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:50.000,0,0
00 00:00:44.000,307,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=44700 lastwaittype=THREADPOOL,0,0,0,,0,0,0,94,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:07.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:50.000,0,0
00 00:00:43.000,308,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=43800 lastwaittype=THREADPOOL,0,0,0,,0,0,0,134,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:08.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:50.000,0,0
00 00:00:56.000,300,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=56000 lastwaittype=THREADPOOL,0,0,0,,0,0,0,117,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:00.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:55.000,0,0
00 00:00:55.000,301,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=55100 lastwaittype=THREADPOOL,0,0,0,,0,0,0,90,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:01.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:55.000,0,0
00 00:00:54.000,302,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=54200 lastwaittype=THREADPOOL,0,0,0,,0,0,0,113,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:02.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:55.000,0,0
00 00:00:53.000,303,EXEC dbo.usp_LoadDailyExtract @RunDate = @p1,svc_etl,THREADPOOL waittime=53300 lastwaittype=THREADPOOL,0,0,0,,0,0,0,114,suspended,,0,0.0,ETL-WRK-03,StagingDB,SSIS-Package-NightlyLoad,2026-04-11 03:15:03.000,2026-04-11 03:14:00.000,0,2026-04-11 03:15:55.000,0,0
