dd hh:mm:ss.mss,session_id,sql_text,login_name,wait_info,CPU,reads,writes,physical_reads,used_memory,tempdb_allocations,tempdb_current,blocking_session_id,blocked_session_count,status,tran_start_time,open_tran_count,percent_complete,host_name,database_name,program_name,start_time,login_time,request_id,collection_time,tasks
00 00:00:03.000,200,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=300 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:37.000,2026-09-04 00:55:00.000,0,2026-09-04 01:05:40.000,0
00 00:00:03.000,201,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=300 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:37.000,2026-09-04 00:55:00.000,0,2026-09-04 01:05:40.000,0
00 00:00:03.000,202,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=300 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:37.000,2026-09-04 00:55:00.000,0,2026-09-04 01:05:40.000,0
00 00:00:03.000,203,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=300 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:37.000,2026-09-04 00:55:00.000,0,2026-09-04 01:05:40.000,0
00 00:00:03.000,204,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=300 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:37.000,2026-09-04 00:55:00.000,0,2026-09-04 01:05:40.000,0
00 00:00:03.000,205,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=300 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:37.000,2026-09-04 00:55:00.000,0,2026-09-04 01:05:40.000,0
00 00:00:02.000,300,SELECT * FROM dbo.Catalog WHERE RegionId = 1020 AND Active = 1,svc_rpt,RESOURCE_SEMAPHORE_QUERY_COMPILE waittime=700 lastwaittype=RESOURCE_SEMAPHORE_QUERY_COMPILE,0,0,,,,,,,,suspended,,0,0.0,RPT-APP-02,CatalogDB,ReportBuilder,2026-09-04 01:05:38.000,2026-09-04 00:58:20.000,0,2026-09-04 01:05:40.000,0
00 00:00:02.000,301,SELECT * FROM dbo.Catalog WHERE RegionId = 1021 AND Active = 1,svc_rpt,RESOURCE_SEMAPHORE_QUERY_COMPILE waittime=700 lastwaittype=RESOURCE_SEMAPHORE_QUERY_COMPILE,0,0,,,,,,,,suspended,,0,0.0,RPT-APP-02,CatalogDB,ReportBuilder,2026-09-04 01:05:38.000,2026-09-04 00:58:20.000,0,2026-09-04 01:05:40.000,0
00 00:00:02.000,302,SELECT * FROM dbo.Catalog WHERE RegionId = 1022 AND Active = 1,svc_rpt,RESOURCE_SEMAPHORE_QUERY_COMPILE waittime=700 lastwaittype=RESOURCE_SEMAPHORE_QUERY_COMPILE,0,0,,,,,,,,suspended,,0,0.0,RPT-APP-02,CatalogDB,ReportBuilder,2026-09-04 01:05:38.000,2026-09-04 00:58:20.000,0,2026-09-04 01:05:40.000,0
00 00:00:02.000,303,SELECT * FROM dbo.Catalog WHERE RegionId = 1023 AND Active = 1,svc_rpt,RESOURCE_SEMAPHORE_QUERY_COMPILE waittime=700 lastwaittype=RESOURCE_SEMAPHORE_QUERY_COMPILE,0,0,,,,,,,,suspended,,0,0.0,RPT-APP-02,CatalogDB,ReportBuilder,2026-09-04 01:05:38.000,2026-09-04 00:58:20.000,0,2026-09-04 01:05:40.000,0
00 00:00:02.000,304,SELECT * FROM dbo.Catalog WHERE RegionId = 1024 AND Active = 1,svc_rpt,RESOURCE_SEMAPHORE_QUERY_COMPILE waittime=700 lastwaittype=RESOURCE_SEMAPHORE_QUERY_COMPILE,0,0,,,,,,,,suspended,,0,0.0,RPT-APP-02,CatalogDB,ReportBuilder,2026-09-04 01:05:38.000,2026-09-04 00:58:20.000,0,2026-09-04 01:05:40.000,0
00 00:00:02.000,305,SELECT * FROM dbo.Catalog WHERE RegionId = 1025 AND Active = 1,svc_rpt,RESOURCE_SEMAPHORE_QUERY_COMPILE waittime=700 lastwaittype=RESOURCE_SEMAPHORE_QUERY_COMPILE,0,0,,,,,,,,suspended,,0,0.0,RPT-APP-02,CatalogDB,ReportBuilder,2026-09-04 01:05:38.000,2026-09-04 00:58:20.000,0,2026-09-04 01:05:40.000,0
00 00:00:03.000,200,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=350 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:57.000,2026-09-04 00:55:00.000,0,2026-09-04 01:06:00.000,0
00 00:00:03.000,201,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=350 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:57.000,2026-09-04 00:55:00.000,0,2026-09-04 01:06:00.000,0
00 00:00:03.000,202,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=350 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:57.000,2026-09-04 00:55:00.000,0,2026-09-04 01:06:00.000,0
00 00:00:03.000,203,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=350 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:57.000,2026-09-04 00:55:00.000,0,2026-09-04 01:06:00.000,0
00 00:00:03.000,204,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=350 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:57.000,2026-09-04 00:55:00.000,0,2026-09-04 01:06:00.000,0
00 00:00:03.000,205,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=350 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:57.000,2026-09-04 00:55:00.000,0,2026-09-04 01:06:00.000,0
00 00:00:03.000,206,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=350 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:57.000,2026-09-04 00:55:00.000,0,2026-09-04 01:06:00.000,0
00 00:00:03.000,207,EXEC dbo.usp_ProcessQueueItem @id = @p1,svc_worker,THREADPOOL waittime=350 lastwaittype=THREADPOOL,0,0,,,,,,,,suspended,,0,0.0,JOB-APP-01,JobDB,QueueRunner,2026-09-04 01:05:57.000,2026-09-04 00:55:00.000,0,2026-09-04 01:06:00.000,0
00 00:00:02.000,300,SELECT * FROM dbo.Catalog WHERE RegionId = 1030 AND Active = 1,svc_rpt,RESOURCE_SEMAPHORE_QUERY_COMPILE waittime=800 lastwaittype=RESOURCE_SEMAPHORE_QUERY_COMPILE,0,0,,,,,,,,suspended,,0,0.0,RPT-APP-02,CatalogDB,ReportBuilder,2026-09-04 01:05:58.000,2026-09-04 00:58:20.000,0,2026-09-04 01:06:00.000,0
00 00:00:02.000,301,SELECT * FROM dbo.Catalog WHERE RegionId = 1031 AND Active = 1,svc_rpt,RESOURCE_SEMAPHORE_QUERY_COMPILE waittime=800 lastwaittype=RESOURCE_SEMAPHORE_QUERY_COMPILE,0,0,,,,,,,,suspended,,0,0.0,RPT-APP-02,CatalogDB,ReportBuilder,2026-09-04 01:05:58.000,2026-09-04 00:58:20.000,0,2026-09-04 01:06:00.000,0
00 00:00:02.000,302,SELECT * FROM dbo.Catalog WHERE RegionId = 1032 AND Active = 1,svc_rpt,RESOURCE_SEMAPHORE_QUERY_COMPILE waittime=800 lastwaittype=RESOURCE_SEMAPHORE_QUERY_COMPILE,0,0,,,,,,,,suspended,,0,0.0,RPT-APP-02,CatalogDB,ReportBuilder,2026-09-04 01:05:58.000,2026-09-04 00:58:20.000,0,2026-09-04 01:06:00.000,0
00 00:00:02.000,303,SELECT * FROM dbo.Catalog WHERE RegionId = 1033 AND Active = 1,svc_rpt,RESOURCE_SEMAPHORE_QUERY_COMPILE waittime=800 lastwaittype=RESOURCE_SEMAPHORE_QUERY_COMPILE,0,0,,,,,,,,suspended,,0,0.0,RPT-APP-02,CatalogDB,ReportBuilder,2026-09-04 01:05:58.000,2026-09-04 00:58:20.000,0,2026-09-04 01:06:00.000,0
00 00:00:02.000,304,SELECT * FROM dbo.Catalog WHERE RegionId = 1034 AND Active = 1,svc_rpt,RESOURCE_SEMAPHORE_QUERY_COMPILE waittime=800 lastwaittype=RESOURCE_SEMAPHORE_QUERY_COMPILE,0,0,,,,,,,,suspended,,0,0.0,RPT-APP-02,CatalogDB,ReportBuilder,2026-09-04 01:05:58.000,2026-09-04 00:58:20.000,0,2026-09-04 01:06:00.000,0
00 00:00:02.000,305,SELECT * FROM dbo.Catalog WHERE RegionId = 1035 AND Active = 1,svc_rpt,RESOURCE_SEMAPHORE_QUERY_COMPILE waittime=800 lastwaittype=RESOURCE_SEMAPHORE_QUERY_COMPILE,0,0,,,,,,,,suspended,,0,0.0,RPT-APP-02,CatalogDB,ReportBuilder,2026-09-04 01:05:58.000,2026-09-04 00:58:20.000,0,2026-09-04 01:06:00.000,0
00 00:00:02.000,306,SELECT * FROM dbo.Catalog WHERE RegionId = 1036 AND Active = 1,svc_rpt,RESOURCE_SEMAPHORE_QUERY_COMPILE waittime=800 lastwaittype=RESOURCE_SEMAPHORE_QUERY_COMPILE,0,0,,,,,,,,suspended,,0,0.0,RPT-APP-02,CatalogDB,ReportBuilder,2026-09-04 01:05:58.000,2026-09-04 00:58:20.000,0,2026-09-04 01:06:00.000,0
